สองปี	song pi	sɔ̄ngˊ bī	兩年	engine-auto	
สองปีที่ผ่านมา	song pi thi phan ma	sɔ̄ngˊ bī tīˋ pānˇ mā	過去這兩年	engine-auto	
ผ่าน	phan	pānˇ	通過 / 經過 / 合格	engine-auto	
ร้านนี้ไม่ผ่านค่ะ	ran ni mai phan kha	rān~ nī~ maiˋ pānˇ kaˋ	這家店不合格 (女)	engine-auto	
เลิกงาน	loek ngan	lə̄kˋ ngān	下班	engine-auto	
ผ่านรถไฟฟ้าไหม	phan rot fai fa mai	pānˇ rot~ fai fā~ maiˊ	會經過捷運嗎？	engine-auto	
ติดรถ	tit rot	ditˇ rot~	搭便車	engine-auto	
รถติด	rot tit	rot~ ditˇ	塞車	engine-auto	
ติด	tit	ditˇ	黏 / 貼	engine-auto	
ติดรถได้ไหมคะ	tit rot dai mai kha	ditˇ rot~ dhaiˋ maiˊ ka~	可以搭便車嗎？(女)	engine-auto	
เตรียมตัวแต่งงาน	triam tua taengngan	drīam dūa dɛ̄ngˇ ngān	準備結婚 (包含身心準備)	engine-auto	
เตรียมแต่งงาน	triam taengngan	drīam dɛ̄ngˇ ngān	準備結婚 (單純準備婚禮)	engine-auto	
ทำหน้า	tham na	tam nāˋ	做臉 / 整容 / 臉部美容	engine-auto	
ทุกอย่างพร้อมแล้ว	thuk yang phrom laeo	tuk~ yāngˋ prɔ̄m~ lɛ̄u~	一切都準備好了	engine-auto	
ชอบทุกอย่าง	chop thuk yang	chɔ̄pˋ tuk~ yāngˋ	什麼都喜歡 / 喜歡每一樣	engine-auto	
มีทุกอย่าง	mi thuk yang	mī tuk~ yāngˋ	什麼都有 / 應有盡有	engine-auto	
แต่ยังขาดเงิน	tae yang khat ngoen	dɛ̄ˇ yang kātˇ ngə̄n	但還缺錢	engine-auto	
ขาด	khat	kātˇ	缺 / 缺少 / 缺席	engine-auto	
ขาดเรียน	khat rian	kātˇ rīan	缺課 / 曠課	engine-auto	
อาทิตย์ที่แล้วขาดเรียน	athit thi laeo khat rian	ā tit~ tīˋ lɛ̄u~ kātˇ rīan	上週缺課	engine-auto	
ขาดงาน	khat ngan	kātˇ ngān	曠工 / 沒去上班	engine-auto	
ขาดต้มยำค่ะ	khat tom yam kha	kātˇ domˋ yam kaˋ	少了酸辣湯 (女)	engine-auto	
ขาดหนึ่งคน	khat nueng khon	kātˇ nɯngˇ kon	少了一個人	engine-auto	
บังเอิญ	bang oen	bhang ə̄n	剛好 / 碰巧 / 偶然	engine-auto	
บังเอิญเจอ	bang oen choe	bhang ə̄n jə̄	碰巧遇到	engine-auto	
บังเอิญเจอนักเรียน	bang oen choe nak rian	bhang ə̄n jə̄ nak~ rīan	碰巧遇到學生	engine-auto	
บังเอิญมาก	bang oen mak	bhang ə̄n mākˋ	很巧 / 非常巧	engine-auto	
บังเอิญมากค่ะ	bang oen mak kha	bhang ə̄n mākˋ kaˋ	很巧啊 (女)	engine-auto	
ช่วยตักต้มยำกุ้งให้หน่อย	chuai tak tom yam kung hai noi	chūayˋ dakˇ domˋ yam gungˋ haiˋ nɔ̄iˇ	請幫忙舀冬蔭功	engine-auto	
ช่วยตักส้มตำให้หน่อย	chuai tak som tam hai noi	chūayˋ dakˇ somˋ dam haiˋ nɔ̄iˇ	請幫忙舀涼拌木瓜絲	engine-auto	
ฉันตักไม่ถึง	chan tak mai thueng	chanˊ dakˇ maiˋ tɯngˊ	我舀不到	engine-auto	
ดึง	dueng	dhɯng	拉	engine-auto	
ดึงเสื้อ	dueng suea	dhɯng sɯ̄aˋ	拉衣服	engine-auto	
ดึงประตู	dueng pratu	dhɯng braˇ dū	拉門	engine-auto	
ไปออกกำลังกาย	pai ok kamlang kai	bai ɔ̄kˇ gam lang gāi	去運動	engine-auto	
ดึงแรงๆ	dueng raeng raeng	dhɯng rɛ̄ng rɛ̄ng	用力拉	engine-auto	
ดึงประตูไม่ออก	dueng pratu mai ok	dhɯng braˇ dū maiˋ ɔ̄kˇ	拉不開門	engine-auto	
ดึงลิ้นชัก	dueng lin chak	dhɯng lin~ chak~	拉開抽屜	engine-auto	
ลิ้นชัก	lin chak	lin~ chak~	抽屜	engine-auto	
กุญแจอยู่ที่ไหน	kunchae yu thi nai	gun jɛ̄ yūˋ tīˋ naiˊ	鑰匙在哪裡	engine-auto	
กุญแจอยู่ในลิ้นชัก	kunchae yu nai lin chak	gun jɛ̄ yūˋ nai lin~ chak~	鑰匙在抽屜裡	engine-auto	
เอาเงินเก็บไว้ในลิ้นชัก	ao ngoen kep wai nai lin chak	au ngə̄n gepˇ wai~ nai lin~ chak~	把錢收在抽屜裡	engine-auto	
เอาเงินเก็บไว้ที่ไหน	ao ngoen kep wai thi nai	au ngə̄n gepˇ wai~ tīˋ naiˊ	把錢收在哪裡	engine-auto	
เก็บไว้ในแบงค์	kep wai nai baeng	gepˇ wai~ nai bhɛ̄ng	存在銀行裡	engine-auto	
หยิบ	yip	yipˇ	拿取	engine-auto	
มือถืออยู่ไหน	mue thue yu nai	mɯ̄ tɯ̄ˊ yūˋ naiˊ	手機在哪裡	engine-auto	
ใครหยิบไป	khrai yip pai	krai yipˇ bai	誰拿走了	engine-auto	
ใครหยิบมือถือไป	khrai yip mue thue pai	krai yipˇ mɯ̄ tɯ̄ˊ bai	誰拿走手機了	engine-auto	
ช่วยหยิบให้หน่อย	chuai yip hai noi	chūayˋ yipˇ haiˋ nɔ̄iˇ	請幫忙拿一下	engine-auto	
ช่วยหยิบปากกาสีฟ้าให้หน่อย	chuai yip pakka si fa hai noi	chūayˋ yipˇ bākˇ gā sīˊ fā~ haiˋ nɔ̄iˇ	請幫忙拿藍色原子筆	engine-auto	
หยิบเก้าอี้	yip kaoi	yipˇ gāuˋ īˋ	拿椅子	engine-auto	
ช่วยหยิบทิชชู่ให้หน่อย	chuai yip thichu hai noi	chūayˋ yipˇ tit~ chūˋ haiˋ nɔ̄iˇ	請幫忙拿衛生紙	engine-auto	
เคี้ยว	khiao	kīau~	嚼	engine-auto	
เคี้ยวช้าๆหน่อย	khiao cha cha noi	kīau~ chā~ chā~ nɔ̄iˇ	嚼慢一點	engine-auto	
อย่าเคี้ยวเร็วเกินไป	ya khiao reo koen pai	yāˋ kīau~ rew gə̄n bai	別嚼太快	engine-auto	
เคี้ยวหมาก	khiao mak	kīau~ mākˇ	嚼檳榔	engine-auto	
เคี้ยวหมากทำให้เป็นมะเร็งได้	khiao mak tham hai pen mareng dai	kīau~ mākˇ tam haiˋ ben ma~ reng dhaiˋ	嚼檳榔會致癌	engine-auto	
ไม่ค่อยมีคนเคี้ยวหมากแล้ว	mai khoi mi khon khiao mak laeo	maiˋ kɔ̄iˋ mī kon kīau~ mākˇ lɛ̄u~	不太有人嚼檳榔了	engine-auto	
เมื่อยปาก	mueai pak	mɯ̄aiˋ bākˇ	嘴巴痠	engine-auto	
กอด	kot	gɔ̄tˇ	抱	engine-auto	
ฉันเครียดมากเลย	chan khriat mak loei	chanˊ krīatˋ mākˋ lə̄i	我壓力很大	engine-auto	
ไม่เครียดเลย	mai khriat loei	maiˋ krīatˋ lə̄i	一點都不覺得有壓力	engine-auto	
มีความสุขทุกวัน	mi khwam suk thuk wan	mī kwām sukˇ tuk~ wan	每天都很開心	engine-auto	
ให้ฉันกอดหน่อย	hai chan kot noi	haiˋ chanˊ gɔ̄tˇ nɔ̄iˇ	讓我抱一下	engine-auto	
ขอหน่อย	kho noi	kɔ̄ˊ nɔ̄iˇ	給我一點	engine-auto	
ขอเงินหน่อย	kho ngoen noi	kɔ̄ˊ ngə̄n nɔ̄iˇ	給我一點錢	engine-auto	
ขอกอดหน่อย	kho kot noi	kɔ̄ˊ gɔ̄tˇ nɔ̄iˇ	讓我抱一下	engine-auto	
ไม่เป็นไร สู้ๆนะ	mai pen rai su su na	maiˋ ben rai sūˋ sūˋ na~	沒關係加油喔	engine-auto	
กอดๆ ไม่เป็นไร สู้ๆนะ	kot kot mai pen rai su su na	gɔ̄tˇ gɔ̄tˇ maiˋ ben rai sūˋ sūˋ na~	抱抱沒關係加油喔	engine-auto	
กอดให้แน่น	kot hai naen	gɔ̄tˇ haiˋ nɛ̄nˋ	抱緊一點	engine-auto	
กอดแน่น	kot naen	gɔ̄tˇ nɛ̄nˋ	抱緊	engine-auto	
เลิกงาน	loek ngan	lə̄kˋ ngān	下班	engine-auto	
บนรถไฟฟ้าคนแน่นมาก	bon rot faifa khon naen mak	bhon rot~ fai fā~ kon nɛ̄nˋ mākˋ	捷運上人很擠	engine-auto	
บนรถเมล์คนแน่นมาก	bon rot me khon naen mak	bhon rot~ mē kon nɛ̄nˋ mākˋ	公車上人很擠	engine-auto	
คนแน่นมาก	khon naen mak	kon nɛ̄nˋ mākˋ	人非常擁擠	engine-auto	
วันนี้อยู่บ้าน	wan ni yu ban	wan nī~ yūˋ bhānˋ	今天待在家	engine-auto	
ขี่มอเตอร์ไซค์	khi motoesai	kīˇ mɔ̄ də̄ sai	騎機車	engine-auto	
ย้าย	yai	yāi~	搬移	engine-auto	
ร้านนี้ย้ายไปไหน	ran ni yai pai nai	rān~ nī~ yāi~ bai naiˊ	這家店搬去ไหน	engine-auto	
เขาย้ายออกไปนานหรือยัง	khao yai ok pai nan rue yang	kāuˊ yāi~ ɔ̄kˇ bai nān rɯ̄ˊ yang	他搬出去很久了嗎	engine-auto	
ย้ายออกไป	yai ok pai	yāi~ ɔ̄kˇ bai	搬走	engine-auto	
เขาย้ายไปตั้งแต่เดือนที่แล้ว	khao yai pai tang tae duean thi laeo	kāuˊ yāi~ bai dangˋ dɛ̄ˇ dhɯ̄an tīˋ lɛ̄u~	他從上個月就搬走了	engine-auto	
ย้ายบ้าน	yai ban	yāi~ bhānˋ	搬家	engine-auto	
ย้ายเข้า	yai khao	yāi~ kāuˋ	搬進來	engine-auto	
ย้ายงาน	yai ngan	yāi~ ngān	換工作	engine-auto	
ย้ายตำแหน่ง	yai tamnaeng	yāi~ dam nɛ̄ngˇ	調職	engine-auto	
เขามีตำแหน่งอะไร	khao mi tamnaeng arai	kāuˊ mī dam nɛ̄ngˇ aˇ rai	他是什麼職位	engine-auto	
ตำแหน่งผู้จัดการ	tamnaeng phu chat kan	dam nɛ̄ngˇ pūˋ jatˇ gān	經理職位	engine-auto	
ตำแหน่งแม่บ้าน	tamnaeng mae ban	dam nɛ̄ngˇ mɛ̄ˋ bhānˋ	清潔員職位	engine-auto	
แทน	thaen	tɛ̄n	代替	engine-auto	
ปากกาน้ำเงิน	pakka namngoen	bākˇ gā nām~ ngə̄n	藍筆	engine-auto	
ใช้ปากกาดำแทนก็ได้	chai pakka dam thaen ko dai	chai~ bākˇ gā dham tɛ̄n gɔ̄ˋ dhaiˋ	用黑筆代替也可以	engine-auto	
ใช้ปากกาดำแทนไม่ได้	chai pakka dam thaen mai dai	chai~ bākˇ gā dham tɛ̄n maiˋ dhaiˋ	不能用黑筆代替	engine-auto	
ใช้ซีอิ๊วแทนน้ำปลาได้ไหม	chai si-io thaen nampla dai mai	chai~ sī iw~ tɛ̄n nām~ blā dhaiˋ maiˊ	可以用醬油代替魚露嗎	engine-auto	
รอแป๊บนึง	ro paep nueng	rɔ̄ bɛ̄p~ nɯng	等一下	engine-auto	
แป๊บนะ	paep na	bɛ̄p~ na~	等等	engine-auto	
ขอเชิญหมายเลข 123	kho choen mai lek nueng song sam	kɔ̄ˊ chə̄n māiˊ lēkˋ 123	請一二三號	engine-auto	
ที่เคาน์เตอร์ 1	thi khao toe nueng	tīˋ kāu də̄ 1	在一號櫃檯	engine-auto	
ตอนนี้ถึงหมายเลขที่เท่าไหร่แล้วคะ	ton ni thueng mai lek thi thao rai laeo kha	dɔ̄n nī~ tɯngˊ māiˊ lēkˋ tīˋ tāuˋ raiˇ lɛ̄u~ ka~	現在到幾號了	engine-auto	
ตอนนี้ถึงหมายเลขอะไรแล้วคะ	ton ni thueng mai lek arai laeo kha	dɔ̄n nī~ tɯngˊ māiˊ lēkˋ aˇ rai lɛ̄u~ ka~	現在到幾號了	engine-auto	
ทะเบียนบ้าน	thabian ban	ta~ bhīan bhānˋ	戶口名簿	engine-auto	
ทะเบียนแต่งงาน	thabian taeng ngan	ta~ bhīan dɛ̄ngˇ ngān	結婚登記	engine-auto	
ทะเบียนรถ	thabian rot	ta~ bhīan rot~	車牌	engine-auto	
จำเลขทะเบียนรถได้ไหม	cham lek thabian rot dai mai	jam lēkˋ ta~ bhīan rot~ dhaiˋ maiˊ	記得車牌號碼嗎	engine-auto	
เตรียมตัวไปเที่ยว	triam tua pai thiao	drīam dūa bai tīauˋ	準備去旅遊	engine-auto	
เตรียมอาหารเช้า	triam ahan chao	drīam ā hānˊ chāu~	準備早餐	engine-auto	
ไข่กระทะ	khai kratha	kaiˇ graˇ ta~	平底鍋煎蛋	engine-auto	
พร้อม	phrom	prɔ̄m~	準備好	engine-auto	
อาหารเย็นพร้อมแล้ว	ahan yen phrom laeo	ā hānˊ yen prɔ̄m~ lɛ̄u~	晚餐準備好了	engine-auto	
กินได้แล้ว	kin dai laeo	gin dhaiˋ lɛ̄u~	可以吃了	engine-auto	
พร้อมประชุมหรือยัง	phrom prachum rue yang	prɔ̄m~ braˇ chum rɯ̄ˊ yang	準備好開會了嗎	engine-auto	
ฉันพร้อมแล้ว	chan phrom laeo	chanˊ prɔ̄m~ lɛ̄u~	我準備好了	engine-auto	
ยังไม่พร้อม	yang mai phrom	yang maiˋ prɔ̄m~	還沒準備好	engine-auto	
ผมพร้อมเริ่มงานใหม่แล้ว	phom phrom roem ngan mai laeo	pomˊ prɔ̄m~ rə̄mˋ ngān maiˇ lɛ̄u~	我準備好開始新工作了	engine-auto	
เซ็นชื่อตรงนี้ค่ะ	sen chue trong ni kha	sen chɯ̄ˋ drong nī~ kaˋ	請在這裡簽名	engine-auto	
เซ็นสัญญาซื้อบ้าน	sen sanya sue ban	sen sanˊ yā sɯ̄~ bhānˋ	簽買房合約	engine-auto	
ขอลายเซ็นหน่อยได้ไหมคะ	kho lai sen noi dai mai kha	kɔ̄ˊ lāi sen nɔ̄iˇ dhaiˋ maiˊ ka~	可以請你簽名嗎	engine-auto	
ขาดเงิน	khat ngoen	kātˇ ngə̄n	缺錢	engine-auto	
ทอนเงินขาด	thon ngoen khat	tɔ̄n ngə̄n kātˇ	找零少給了	engine-auto	
ทอนเงินขาด 1000 บาท	thon ngoen khat nueng phan bat	tɔ̄n ngə̄n kātˇ 1000 bhātˇ	找錢少了一千泰銖	engine-auto	
ถ้าขาดอะไรก็บอกนะ	tha khat arai ko bok na	tāˋ kātˇ aˇ rai gɔ̄ˋ bhɔ̄kˇ na~	如果缺什麼就說喔	engine-auto	
กระดาษขาด	kradat khat	graˇ dhātˇ kātˇ	紙破了	engine-auto	
แบงค์ขาด	baeng khat	bhɛ̄ng kātˇ	鈔票破了	engine-auto	
เสื้อขาด	suea khat	sɯ̄aˋ kātˇ	衣服破了	engine-auto	
บังเอิญ	bang-oen	bhang ə̄n	偶然碰巧	engine-auto	
ฉันบังเอิญผ่านมาแถวนี้	chan bang-oen phan ma thaeo ni	chanˊ bhang ə̄n pānˇ mā tɛ̄uˊ nī~	我碰巧經過這附近	engine-auto	
บังเอิญเจอเพื่อนใหม่	bang-oen choe phuean mai	bhang ə̄n jə̄ pɯ̄anˋ maiˇ	碰巧遇到新朋友	engine-auto	
บังเอิญเจอแฟนเก่า	bang-oen choe faen kao	bhang ə̄n jə̄ fɛ̄n gāuˇ	碰巧遇到前任	engine-auto	
บนสะพานลอย	bon saphan loi	bhon saˇ pān lɔ̄i	在天橋上	engine-auto	
8 เดือนที่ผ่านมา	paet duean thi phan ma	8 dhɯ̄an tīˋ pānˇ mā	過去八個月	engine-auto	
ภาษาไทยก้าวหน้าเยอะ	phasa thai kao na yoe	pā sāˊ tai gāuˋ nāˋ yə~	泰語進步很多	engine-auto	
เรื่องที่ผ่านมา	rueang thi phan ma	rɯ̄angˋ tīˋ pānˇ mā	過去的事情	engine-auto	
วันนี้มีนัด	wan ni mi nat	wan nī~ mī nat~	今天有約	engine-auto	
ถ้าเขาไม่มาผิดนัด	tha khao mai ma phit nat	tāˋ kāuˊ maiˋ mā pitˇ nat~	如果他不來就是爽約	engine-auto	
ห้ามผิดนัด	ham phit nat	hāmˋ pitˇ nat~	禁止爽約	engine-auto	
นัดกับเพื่อน	nat kap phuean	nat~ gapˇ pɯ̄anˋ	和朋友約	engine-auto	
วันนี้นัดกับเพื่อนค่ะ	wan ni nat kap phuean kha	wan nī~ nat~ gapˇ pɯ̄anˋ kaˋ	今天和朋友有約	engine-auto	
มีนัดกับใคร	mi nat kap khrai	mī nat~ gapˇ krai	和誰有約	engine-auto	
นัดกี่โมง	nat ki mong	nat~ gīˇ mōng	約幾點	engine-auto	
ตลาดนัด	talat nat	daˇ lātˋ nat~	市集夜市	engine-auto	
ภาษี	phasi	pā sīˊ	稅	engine-auto	
เสียภาษี	sia phasi	sīaˊ pā sīˊ	繳稅	engine-auto	
จ่าย	chai	jāiˇ	支付	engine-auto	
แถม	thaem	tɛ̄mˊ	贈送	engine-auto	
ซื้อ 1 แถม 1	sue nueng thaem nueng	sɯ̄~ 1 tɛ̄mˊ 1	買一送一	engine-auto	
ซื้ออันใหญ่แถมอันเล็ก	sue an yai thaem an lek	sɯ̄~ an yaiˇ tɛ̄mˊ an lek~	買大的送小的	engine-auto	
ซื้อ 2 แถม 1	sue song thaem nueng	sɯ̄~ 2 tɛ̄mˊ 1	買二送一	engine-auto	
ฟรี	fri	frī	免費	engine-auto	
ของแถม	khong thaem	kɔ̄ngˊ tɛ̄mˊ	贈品	engine-auto	
มีของแถมเยอะมาก	mi khong thaem yoe mak	mī kɔ̄ngˊ tɛ̄mˊ yə~ mākˋ	有很多贈品	engine-auto	
ฝัน	fan	fanˊ	夢	engine-auto	
เคยฝันร้าย	khoei fan rai	kə̄i fanˊ rāi~	曾經做噩夢	engine-auto	
ฝันกลางวัน	fan klang wan	fanˊ glāng wan	白日夢	engine-auto	
ฝันไปเถอะ	fan pai thoe	fanˊ bai təˇ	做夢吧	engine-auto	
กินเถอะ	kin thoe	gin təˇ	吃吧	engine-auto	
ไปเถอะ	pai thoe	bai təˇ	走吧	engine-auto	
มาเถอะ	มาเถอะ	mā təˇ	來吧	engine-auto	
หยิบ	yip	yipˇ	拿	engine-auto	
อาหารไต้หวันมีอะไรอร่อยบ้าง	ahan taiwan mi arai aroi bang	ā hānˊ daiˋ wanˊ mī aˇ rai aˇ rɔ̄iˋ bhāngˋ	台灣食物有什麼好吃的	engine-auto	
ดีกันนะ	di kan na	dhī gan na~	和好吧	engine-auto	
ตั้งตัว	tang tua	dangˋ dūa	立足	engine-auto	
ตั้งใจ	tang chai	dangˋ jai	專心用心	book-exact	(book-exact已用引擎重新驗證)
ตั้งโรงงาน	tang rong ngan	dangˋ rōng ngān	設立工廠	engine-auto	
เขาไปตั้งโรงงานที่เมืองไทย	khao pai tang rong ngan thi mueang thai	kāuˊ bai dangˋ rōng ngān tīˋ mɯ̄ang tai	他去泰國設立工廠	engine-auto	
ตั้งนาฬิกา	tang nalika	dangˋ nā li~ gā	設鬧鐘	engine-auto	
ตั้งเวลา	tang wela	dangˋ wē lā	設定時間	engine-auto	
ตั้งตัวแทนขาย	tang tua thaen khai	dangˋ dūa tɛ̄n kāiˊ	設立銷售代理	engine-auto	
