課次	泰文	舊拼音(Sheet)	新拼音(目的達)	中文	來源	備註
中 1-8	รวมค่าบริการกับรวมภาษีแล้ว	ruam kha borikan kap ruam pha si laew	rūam kāˋ bhɔ̄ ri~ gān gapˇ rūam pā sīˊ lɛ̄u~	包含服務費和稅金了	derived	
中 1-8	แต่ยังไม่รวมทิป	tae yang mai ruam thip	dɛ̄ˇ yang maiˋ rūam tip~	但還沒包含小費	engine-auto	
中 1-8	ภาษี	pha si	pā sīˊ	稅金	engine-auto	
中 1-8	ต้องจ่ายภาษีกี่เปอร์เซ็นต์	tong chai pha si ki po sen	dɔ̄ngˋ jāiˇ pā sīˊ gīˇ bə̄ sen	要付幾%的稅	engine-auto	
中 1-8	ราคานี้ยังไม่รวมแวต	ra kha ni yang mai ruam waet	rā kā nī~ yang maiˋ rūam wɛ̄tˋ	這個價格還不包含增值稅	engine-auto	
中 1-8	บริการ	borikan	bhɔ̄ ri~ gān	服務	derived	
中 1-8	ร้านนี้บริการเป็นกันเอง	ran ni borikan pen kan eng	rān~ nī~ bhɔ̄ ri~ gān ben gan ēng	這家店服務很親切	derived	
中 1-8	เด็กเสิร์ฟบริการแย่	dek saep borikan yae	dhekˇ sə̄pˇ bhɔ̄ ri~ gān yɛ̄ˋ	服務生服務很糟糕	derived	
中 1-8	เจ้าของร้านบริการเยี่ยม	chao khong ran borikan yiem	jāuˋ kɔ̄ngˊ rān~ bhɔ̄ ri~ gān yīamˋ	餐廳老闆服務很棒	derived	
中 1-8	แถม	thaem	tɛ̄mˊ	贈送	engine-auto	
中 1-8	ซื้อจานแถมแก้ว	su chan thaem kaew	sɯ̄~ jān tɛ̄mˊ gɛ̄uˋ	買盤子送杯子	engine-auto	
中 1-8	ซื้อ 10,000 บาท	su nueng muen bat	sɯ̄~ 10,000 bhātˇ	買滿 10,000 銖	engine-auto	
中 1-8	รับฟรีของแถม 3 ชิ้น	rap fri khong thaem sam chin	rap~ frī kɔ̄ngˊ tɛ̄mˊ 3 chin~	免費獲得 3 件贈品	engine-auto	
中 1-8	ยก	yok	yok~	舉 / 提 / 原諒	derived	
中 1-8	ยกโทษให้ผมนะครับ	yok thot hai phom na khrap	yok~ tōtˋ haiˋ pomˊ na~ krap~	請原諒我	derived	
中 1-8	ยกตัวอย่าง	yok tua yang	yok~ dūa yāngˋ	舉例	derived	
中 1-8	ช่วยยกตัวอย่างให้ฟังหน่อย	chuai yok tua yang hai fang noi	chūayˋ yok~ dūa yāngˋ haiˋ fang nɔ̄iˇ	請舉例給我聽一下	derived	
中 1-8	ช่วยยกกระเป๋าให้หน่อย	chuai yok kra pao hai noi	chūayˋ yok~ graˇ bāuˊ haiˋ nɔ̄iˇ	請幫我提行李	derived	
中 1-8	ตั้งโรงงาน	ttang rong ngan	dangˋ rōng ngān	設立工廠	engine-auto	
中 1-8	ตั้งบริษัท	ttang bo ri sat	dangˋ bhɔ̄ ri~ satˇ	設立公司	derived	
中 1-8	ตั้งบริษัทเป็นความฝันของเขา	ttang bo ri sat pen khwam fan khong khao	dangˋ bhɔ̄ ri~ satˇ ben kwām fanˊ kɔ̄ngˊ kāuˊ	設立公司是他的夢想	derived	
中 1-8	ความฝันของยูจุนคืออะไรคะ	khwam fan khong yu jun khue a rai kha	kwām fanˊ kɔ̄ngˊ yū jun kɯ̄ aˇ rai ka~	你的夢想是什麼呢	engine-auto	
中 1-8	ตั้งใจ	ttang chai	dangˋ jai	認真	book-exact	(book-exact已用引擎重新驗證)
中 1-8	อธิบาย	a thi bai	aˇ ti~ bhāi	解釋	derived	
中 1-8	ตั้งใจฟังครูอธิบาย	ttang chai fang khru a thi bai	dangˋ jai fang krū aˇ ti~ bhāi	認真聽老師解釋	derived	
中 1-8	ตั้งนาฬิกา	ttang na li ka	dangˋ nā li~ gā	設定鬧鐘	engine-auto	
中 1-8	ตีห้า	ti ha	dī hāˋ	凌晨五點	engine-auto	
中 1-8	เจ็ดโมงเช้า	chet mong chao	jetˇ mōng chāu~	早上七點	engine-auto	
中 1-8	ตั้งนาฬิกาเจ็ดโมงเช้า	ttang na li ka chet mong chao	dangˋ nā li~ gā jetˇ mōng chāu~	設定早上七點鬧鐘	engine-auto	
中 1-8	ผลิต	pha lit	paˇ lit~	生產	engine-auto	
中 1-8	ส่งออก	song ok	songˇ ɔ̄kˇ	出口	derived	
中 1-8	ผลิตส่งออก	pha lit song ok	paˇ lit~ songˇ ɔ̄kˇ	外銷生產	derived	
中 1-8	ขาย	khai	kāiˊ	賣	engine-auto	
中 1-8	ในประเทศ	nai pra thet	nai braˇ tētˋ	國內	engine-auto	
中 1-8	ผลิตขายในประเทศ	pha lit khai nai pra thet	paˇ lit~ kāiˊ nai braˇ tētˋ	內銷生產	engine-auto	
中 1-8	โรงงาน	rong ngan	rōng ngān	工廠	engine-auto	
中 1-8	ชิ้นส่วนคอม	chin suan khom	chin~ sūanˇ kɔ̄m	電腦零件	engine-auto	
中 1-8	โรงงานผลิตชิ้นส่วนคอม	rong ngan pha lit chin suan khom	rōng ngān paˇ lit~ chin~ sūanˇ kɔ̄m	電腦零件生產工廠	engine-auto	
中 1-8	แผนก	pha naek	paˇ nɛ̄kˋ	部門	derived	
中 1-8	เครื่องใช้ไฟฟ้า	khrueang chai fai fa	krɯ̄angˋ chai~ fai fā~	家電	engine-auto	
中 1-8	แผนกเครื่องใช้ไฟฟ้า	pha naek khrueang chai fai fa	paˇ nɛ̄kˋ krɯ̄angˋ chai~ fai fā~	家電區	derived	
中 1-8	เขาเป็นผู้จัดการแผนกบัญชี	khao pen phu chat kan pha naek ban chi	kāuˊ ben pūˋ jatˇ gān paˇ nɛ̄kˋ bhan chī	他是會計部經理	derived	
中 1-8	แผนกหัวใจ	pha naek hua chai	paˇ nɛ̄kˋ hūaˊ jai	心臟科	derived	
中 1-8	ผู้ป่วย	phu puai	pūˋ būayˇ	病人	engine-auto	
中 1-8	แผนกหัวใจผู้ป่วยเยอะมาก	pha naek hua chai phu puai yoe mak	paˇ nɛ̄kˋ hūaˊ jai pūˋ būayˇ yə~ mākˋ	心臟科病人很多	derived	
中 1-8	ออกแบบ	ok baep	ɔ̄kˇ bhɛ̄pˇ	設計	engine-auto	
中 1-8	ออกแบบเยี่ยมมาก	ok baep yiam mak	ɔ̄kˇ bhɛ̄pˇ yīamˋ mākˋ	設計得非常讚	engine-auto	
中 1-8	ออกแบบก่อนแล้วค่อยผลิต	ok baep kon laeo khoi pha lit	ɔ̄kˇ bhɛ̄pˇ gɔ̄nˇ lɛ̄u~ kɔ̄iˋ paˇ lit~	先設計然後再生產	engine-auto	
中 1-8	หลง	hlong	longˊ	迷	derived	
中 1-8	หลงทาง	hlong thang	longˊ tāng	迷路	derived	
中 1-8	ขับรถ	khap rot	kapˇ rot~	開車	book-exact	(book-exact已用引擎重新驗證)
中 1-8	ขับรถหลงทางบ่อยๆ	khap rot hlong thang boi boi	kapˇ rot~ longˊ tāng bhɔ̄iˇ bhɔ̄iˇ	常常開車迷路	derived	
中 1-8	หลงเชื่อ	hlong chuea	longˊ chɯ̄aˋ	誤信	derived	
中 1-8	คนส่วนใหญ่จะหลงเชื่อคนปากหวาน	khon suan yai cha hlong chuea khon pak wan	kon sūanˇ yaiˇ jaˇ longˊ chɯ̄aˋ kon bākˇ wānˊ	大部分的人會誤信嘴巴甜的人	derived	
中 1-8	หลงรัก	hlong rak	longˊ rak~	愛上	derived	
中 1-8	ตั้งแต่วันแรกที่เจอเขา	ttang tae wan raek thi cheo khao	dangˋ dɛ̄ˇ wan rɛ̄kˋ tīˋ jə̄ kāuˊ	從遇到他的第一天起	engine-auto	
中 1-8	ฉันก็หลงรักเขา	chan ko hlong rak khao	chanˊ gɔ̄ˋ longˊ rak~ kāuˊ	我就愛上他了	derived	
中 1-8	ลองชิมดู ผมรับรองว่าคุณจะติดใจ	long chim du phom rap rong wa khun cha tit chai	lɔ̄ng chim dhū pomˊ rap~ rɔ̄ng wāˋ kun jaˇ ditˇ jai	試吃看看，我保證你會上癮	engine-auto	
中 1-8	ฉันรับรองว่าเขาเป็นคนไว้ใจได้	chan rap rong wa khao pen khon wai chai dai	chanˊ rap~ rɔ̄ng wāˋ kāuˊ ben kon wai~ jai dhaiˋ	我保證他是值得信任的人	engine-auto	
中 1-8	อย่าลองใจเขาบ่อย	ya long chai khao boi	yāˋ lɔ̄ng jai kāuˊ bhɔ̄iˇ	別常常試探他	engine-auto	
中 1-8	ระวังเขาจะทนไม่ไหวนา	ra wang khao cha thon mai wai na	ra~ wang kāuˊ jaˇ ton maiˋ waiˊ nā	小心他會受不了喔	derived	
中 1-8	คุณลองคิดดูซิ	khun long khit du si	kun lɔ̄ng kit~ dhū si~	你試著想想看吧	engine-auto	
中 1-8	ทำไมเขามาเอาใจคุณ	tham mai khao ma ao chai khun	tam mai kāuˊ mā au jai kun	為什麼他會來討好你	engine-auto	
中 1-8	ช่างกินเก่งจริงๆ	chang kin keng ching ching	chāngˋ gin gēngˇ jing jing	真的很會吃	derived	
中 1-8	ช่างน่ารักจริงๆ	chang na rak ching ching	chāngˋ nāˋ rak~ jing jing	真的很可愛	derived	
中 1-8	ช่างเอาใจยากจริงๆ	chang ao chai yak ching ching	chāngˋ au jai yākˋ jing jing	真的很難討好	derived	
中 1-8	ฉันคิดว่าเขาไว้ใจได้	chan khit wa khao wai chai dai	chanˊ kit~ wāˋ kāuˊ wai~ jai dhaiˋ	我認為他可以信任	engine-auto	
中 1-8	ฉันคิดว่าเขาไว้หนวดหล่อกว่า	chan khit wa khao wai nuat lo kwa	chanˊ kit~ wāˋ kāuˊ wai~ nūatˇ lɔ̄ˇ gwāˇ	我認為他留鬍子比較帥	engine-auto	
中 1-8	ฉันคิดว่าพวกเรายังไม่สิ้นหวัง	chan khit wa phuak rao yang mai sin wang	chanˊ kit~ wāˋ pūakˋ rāu yang maiˋ sinˋ wangˊ	我認為我們還沒絕望	engine-auto	
中 2-1	เริ่มนะคะ	roem na ka	rə̄mˋ na~ ka~	開始喔	engine-auto	
中 2-1	สู้	su	sūˋ	拼 / 加油	engine-auto	
中 2-1	สู้ๆ นะ	su su na	sūˋ sūˋ na~	加油喔	engine-auto	
中 2-1	สู้ๆ นะ อย่ายอมแพ้ ค่ะ	su su na ya yom phae kha	sūˋ sūˋ na~ yāˋ yɔ̄m pɛ̄~ kaˋ	加油喔，不要放棄（女性敬語）	engine-auto	
中 2-1	ความสามารถ	khwam sa mat	kwām sāˊ mātˋ	能力	derived	
中 2-1	ความสามารถของฉัน	khwam sa mat khong chan	kwām sāˊ mātˋ kɔ̄ngˊ chanˊ	我的能力（女性/通稱）	derived	
中 2-1	ความสามารถของฉันสู้เขาไม่ได้	khwam sa mat khong chan su khao mai dai	kwām sāˊ mātˋ kɔ̄ngˊ chanˊ sūˋ kāuˊ maiˋ dhaiˋ	我的能力比不上他	derived	
中 2-1	ความสามารถของฉันสู้เขาได้	khwam sa mat khong chan su khao dai	kwām sāˊ mātˋ kɔ̄ngˊ chanˊ sūˋ kāuˊ dhaiˋ	我的能力比得上他	derived	
中 2-1	แพ้	phae	pɛ̄~	輸 / 過敏	engine-auto	
中 2-1	ยา	ya	yā	藥	book-exact	(book-exact已用引擎重新驗證)
中 2-1	แพ้ยา	phae ya	pɛ̄~ yā	對藥過敏	engine-auto	
中 2-1	แพ้ยาอะไรมั้ยคะ	phae ya a rai mai ka	pɛ̄~ yā aˇ rai mai~ ka~	對什麼藥過敏嗎？	engine-auto	
中 2-1	ไม่มีค่ะ	mai mi ka	maiˋ mī kaˋ	沒有	engine-auto	
中 2-1	ไม่แพ้ค่ะ	mai phae ka	maiˋ pɛ̄~ kaˋ	不會過敏	engine-auto	
中 2-1	อากาศ	a kat	ā gātˇ	天氣 / 空氣	book-exact	(book-exact已用引擎重新驗證)
中 2-1	แพ้อากาศ	phae a kat	pɛ̄~ ā gātˇ	對天氣過敏	engine-auto	
中 2-1	แพ้อากาศค่ะ	phae a kat ka	pɛ̄~ ā gātˇ kaˋ	對天氣過敏（女性敬語）	engine-auto	
中 2-1	ธูป	thup	tūpˋ	香（線香）	engine-auto	
中 2-1	ควัน	khwan	kwan	煙	engine-auto	
中 2-1	ควันธูป	khwan thup	kwan tūpˋ	線香煙霧	engine-auto	
中 2-1	แพ้ควันธูป	phae khwan thup	pɛ̄~ kwan tūpˋ	對線香煙霧過敏	engine-auto	
中 2-1	ไม่แพ้ควันธูป	mai phae khwan thup	maiˋ pɛ̄~ kwan tūpˋ	不會對線香煙霧過敏	engine-auto	
中 2-1	บุหรี่	bu ri	bhuˇ rīˇ	香菸	engine-auto	
中 2-1	ควันบุหรี่	khwan bu ri	kwan bhuˇ rīˇ	菸味 / 二手菸	engine-auto	
中 2-1	แพ้ควันบุหรี่	phae khwan bu ri	pɛ̄~ kwan bhuˇ rīˇ	對二手菸過敏	engine-auto	
中 2-1	ไม่แพ้ควันบุหรี่	mai phae khwan bu ri	maiˋ pɛ̄~ kwan bhuˇ rīˇ	不會對二手菸過敏	engine-auto	
中 2-1	ไม่แพ้ควันบุหรี่ค่ะ	mai phae khwan bu ri ka	maiˋ pɛ̄~ kwan bhuˇ rīˇ kaˋ	不會對二手菸過敏（女性敬語）	engine-auto	
中 2-1	ทีม	thim	tīm	隊伍	engine-auto	
中 2-1	ทีมเอ	thim e	tīm ē	A隊	engine-auto	
中 2-1	ทีมบี	thim bi	tīm bhī	B隊	engine-auto	
中 2-1	ทีมเอแพ้ทีมบี	thim e phae thim bi	tīm ē pɛ̄~ tīm bhī	A隊輸給B隊	engine-auto	
中 2-1	คะแนน	kha naen	ka~ nɛ̄n	分數 / 得分	engine-auto	
中 2-1	แพ้ 3 คะแนน	phae sam kha naen	pɛ̄~ 3 ka~ nɛ̄n	輸了3分	engine-auto	
中 2-1	เยี่ยม	yiam	yīamˋ	拜訪 / 讚	engine-auto	
中 2-1	ญาติ	yat	yātˋ	親戚	derived	
中 2-1	จาก	chak	jākˇ	來自 / 從	engine-auto	
中 2-1	เมืองไทย	mueang thai	mɯ̄ang tai	泰國	engine-auto	
中 2-1	มีญาติจากเมืองไทยมาเยี่ยม	mi yat chak mueang thai ma yiam	mī yātˋ jākˇ mɯ̄ang tai mā yīamˋ	有來自泰國的親戚來拜訪	derived	
中 2-1	ไต้หวัน	tai wan	daiˋ wanˊ	台灣	engine-auto	
中 2-1	มีญาติจากไต้หวันมาเยี่ยม	mi yat chak tai wan ma yiam	mī yātˋ jākˇ daiˋ wanˊ mā yīamˋ	有來自台灣的親戚來拜訪	derived	
中 2-1	รสชาติ	rot chat	rot~ chātˋ	味道 / 風味	book-exact	(book-exact已用引擎重新驗證)
中 2-1	รสชาติเยี่ยมมาก	rot chat yiam mak	rot~ chātˋ yīamˋ mākˋ	味道太棒了	derived	
中 2-1	หวัง	wang	wangˊ	希望	engine-auto	
中 2-1	สมหวัง	som wang	somˊ wangˊ	如願	derived	
中 2-1	ผิดหวัง	phit wang	pitˇ wangˊ	失望	engine-auto	
中 2-1	คุณทำให้ฉันผิดหวัง	khun tham hai chan phit wang	kun tam haiˋ chanˊ pitˇ wangˊ	你讓我失望	engine-auto	
中 2-1	มีความฝัน	mi khwam fan	mī kwām fanˊ	有夢想	engine-auto	
中 2-1	มีความหวัง	mi khwam wang	mī kwām wangˊ	有希望	engine-auto	
中 2-1	มีความฝันก็มีความหวัง	mi khwam fan ko mi khwam wang	mī kwām fanˊ gɔ̄ˋ mī kwām wangˊ	有夢想就有希望	engine-auto	
中 2-1	ฉันหวังว่าคุณจะมีความสุข	chan wang wa khun ja mi khwam suk	chanˊ wangˊ wāˋ kun jaˇ mī kwām sukˇ	我希望你會幸福	engine-auto	
中 2-1	ฉันหวังว่าคุณจะเข้าใจ	chan wang wa khun ja khao jai	chanˊ wangˊ wāˋ kun jaˇ kāuˋ jai	我希望你會了解	engine-auto	
中 2-1	คบ	khop	kop~	交往	derived	
中 2-1	ตอนนี้คบกับคนไต้หวันอยู่	ton ni khop kap khon taiwan yu	dɔ̄n nī~ kop~ gapˇ kon daiˋ wanˊ yūˋ	現在正在跟台灣人交往	derived	
中 2-1	พวกเราคบกัน 5 ปีแล้ว	phuak rao khop kan ha pi laeo	pūakˋ rāu kop~ gan 5 bī lɛ̄u~	我們交往5年了	derived	
中 2-1	นึกว่า	nuek wa	nɯk~ wāˋ	以為	engine-auto	
中 2-1	ฉันนึกว่าคุณมีแฟนแล้ว	chan nuek wa khun mi faen laeo	chanˊ nɯk~ wāˋ kun mī fɛ̄n lɛ̄u~	我以為你已經有對象了	engine-auto	
中 2-1	เขาลอยกันนานแล้ว	khao loek kan nan laeo	kāuˊ lɔ̄i gan nān lɛ̄u~	他們分手很久了	engine-auto	
中 2-1	ฉันนึกว่าเขาลอยกันนานแล้ว	chan nuek wa khao loek kan nan laeo	chanˊ nɯk~ wāˋ kāuˊ lɔ̄i gan nān lɛ̄u~	我以為他們分手很久了	engine-auto	
中 2-1	เอาแต่ใจตัวเอง	ao tae jai tua eng	au dɛ̄ˇ jai dūa ēng	任性	engine-auto	
中 2-1	ลูกสาวเอาแต่ใจตัวเอง	luk sao ao tae jai tua eng	lūkˋ sāuˊ au dɛ̄ˇ jai dūa ēng	女兒很任性	engine-auto	
中 2-1	ไม่มีใครเอาแต่ใจตัวเอง	mai mi khrai ao tae jai tua eng	maiˋ mī krai au dɛ̄ˇ jai dūa ēng	沒有人任性	engine-auto	
中 2-1	น้องสาวเอาแต่ใจตัวเอง	nong sao ao tae jai tua eng	nɔ̄ng~ sāuˊ au dɛ̄ˇ jai dūa ēng	妹妹很任性	engine-auto	
中 2-1	หลานสาวเอาแต่ใจตัวเอง	lan sao ao tae jai tua eng	lānˊ sāuˊ au dɛ̄ˇ jai dūa ēng	孫女很任性	engine-auto	
中 2-1	หมายความว่า	mai khwam wa	māiˊ kwām wāˋ	意思是	engine-auto	
中 2-1	คุณพูดแบบนี้หมายความว่าอะไร	khun phut baep ni mai khwam wa arai	kun pūtˋ bhɛ̄pˇ nī~ māiˊ kwām wāˋ aˇ rai	你說這樣是什麼意思	engine-auto	
中 2-1	คำนี้หมายความว่าอะไรคะ	kham ni mai khwam wa arai kha	kam nī~ māiˊ kwām wāˋ aˇ rai ka~	這個字是什麼意思？	engine-auto	
中 2-1	คำนี้หมายความว่ากินข้าว	kham ni mai khwam wa kin khao	kam nī~ māiˊ kwām wāˋ gin kāuˋ	這個字的意思是吃飯	engine-auto	
中 2-1	แสดงว่า	sa daeng wa	saˇ dhɛ̄ng wāˋ	表示說	derived	
中 2-1	แสดงว่าเขาชอบเธอ	sa daeng wa khao chop thoe	saˇ dhɛ̄ng wāˋ kāuˊ chɔ̄pˋ tə̄	表示說他喜歡你	derived	
中 2-1	ไว้ใจ	wai jai	wai~ jai	信任	engine-auto	
中 2-1	แสดงว่าเขาไม่ไว้ใจคุณ	sa daeng wa khao mai wai jai khun	saˇ dhɛ̄ng wāˋ kāuˊ maiˋ wai~ jai kun	表示說他不信任你	derived	
中 2-1	อดทนไว้ก่อน	ot thon wai kon	otˇ ton wai~ gɔ̄nˇ	先忍著	derived	
中 2-1	อยากลาออก	yak la ok	yākˋ lā ɔ̄kˇ	想要離職	engine-auto	
中 2-1	ช่วงนี้งานหายาก	chuang ni ngan ha yak	chūangˋ nī~ ngān hāˊ yākˋ	最近工作很難找	engine-auto	
中 2-1	อย่าลาออก	ya la ok	yāˋ lā ɔ̄kˇ	別離職	engine-auto	
中 2-1	เดี๋ยวก็ได้กินแล้ว	diao ko dai kin laeo	dhīauˊ gɔ̄ˋ dhaiˋ gin lɛ̄u~	等一下就可以吃了	engine-auto	
中 2-1	บังเอิญ	bang oen	bhang ə̄n	剛好	engine-auto	
中 2-1	บังเอิญทำงานบริษัทเดียวกัน	bang oen tham ngan borisat diao kan	bhang ə̄n tam ngān bhɔ̄ ri~ satˇ dhīau gan	剛好在同一家公司工作	derived	
中 2-1	บังเอิญกลับบ้านทางเดียวกัน	bang oen klap ban thang diao kan	bhang ə̄n glapˇ bhānˋ tāng dhīau gan	剛好同路回家	engine-auto	
中 2-1	รับรองว่า	rap rong wa	rap~ rɔ̄ng wāˋ	保證	engine-auto	
中 2-1	ฉันรับรองว่าคุณต้องสมหวังแน่นอน	chan rap rong wa khun tong som wang naenon	chanˊ rap~ rɔ̄ng wāˋ kun dɔ̄ngˋ somˊ wangˊ nɛ̄ˋ nɔ̄n	我保證你一定會如願	derived	
